UUID,DISTINCT_ID,PATH,EVENT,CUSTOMER_ID,HASH_EMAIL,SESSION_ID,TS
0195af6a-a106-7cf0-8476-756260b95e42,311901962188642144,/,$pageview,,,0195af5e-c3e3-7355-bf2f-8c2dc0d1027f,2025-03-19 17:19:16.291
0195ae94-5a5f-76c0-97ae-4bd18b506780,311879568044611424,/,$pageview,,,0195ae94-0361-77c2-8202-88b7705234fd,2025-03-19 13:25:13.614
0195af6f-1dc9-70ef-9245-d071ba192870,311901962188642144,/api-history,$pageview,,,0195af5e-c3e3-7355-bf2f-8c2dc0d1027f,2025-03-19 17:24:10.096
0195e289-65f0-741e-af73-3d6c24c4d053,311863905204852576,/prompt,$pageview,,,0195e289-4e11-7c29-ac57-6b7f77121045,2025-03-29 15:33:30.816
0195df25-39c5-7391-9d0f-c228cb57faa2,311863905204852576,/prompt/5965cf6a-d4fe-487e-b9e6-818dd0d57d6c,$pageview,,,0195df1f-86c3-74b6-a6f0-c4d2c861826c,2025-03-28 23:45:13.975
0195af56-47fd-76f6-aebf-6ed362f92e97,311900771006288496,/,$identify,777e8ffbcca603ef947ec42c6bab21f3,777e8ffbcca603ef947ec42c6bab21f3,0195af53-7315-751f-a287-89b22c19c660,2025-03-19 16:57:03.034
0195af53-9e28-7440-849c-0c18ff7bad01,311900533357059048,/,$identify,3adb55891708d8b512436feba1089aec,3adb55891708d8b512436feba1089aec,0195af52-ad7f-7649-b147-d00f3b4455f3,2025-03-19 16:54:07.900
0195b4b9-b436-752a-9601-888582779d7b,311901962188642144,/prompt,$pageview,,,0195b4b5-5ac9-7e25-be9b-9f6dea6cf4a7,2025-03-20 18:03:44.329
0195af79-472e-71e6-86cc-d11bdfe2724b,311901962188642144,/usage,$pageview,,,0195af5e-c3e3-7355-bf2f-8c2dc0d1027f,2025-03-19 17:35:16.403
0195afaf-6d9d-7ab8-a197-4c2414d28dda,311900533357059048,/api-tokens,$pageview,,,0195af7d-0fcc-7322-bf34-183a21779de0,2025-03-19 18:34:24.824
0195ae94-5dbe-722d-a328-3d391469560f,311879568044611424,/onboarding,$pageview,,,0195ae94-0361-77c2-8202-88b7705234fd,2025-03-19 13:25:14.474
0195afaa-5de9-7a36-94e4-4984681f1770,311909884524237424,/onboarding,$pageview,,,0195afa7-5d29-779e-9d4e-ea514ed9bd23,2025-03-19 18:28:28.600
0195aecd-9b26-70a9-aea6-86fe15f9d892,311885677568481120,/prompt,$pageview,,,0195aecb-94ec-7082-88f4-d4d1dad423f0,2025-03-19 14:27:45.996
0195afaf-7d29-7b7d-96d2-5fece1886b28,311900533357059048,/payments,$pageview,,,0195af7d-0fcc-7322-bf34-183a21779de0,2025-03-19 18:34:28.803
0195ae06-1d93-71d6-9d92-241cac093d3c,311863905204852576,/payments,$pageview,,,0195ae05-631d-7726-ab52-93b28388b33e,2025-03-19 10:49:52.374
0195af79-5973-787f-870a-d4496acb65c0,311901962188642144,/payments,$pageview,,,0195af5e-c3e3-7355-bf2f-8c2dc0d1027f,2025-03-19 17:35:20.745
0195afaa-5982-70ad-a292-1b2aa59a853f,311909884524237424,/,$identify,f52c0621344f58af0714399570026c40,f52c0621344f58af0714399570026c40,0195afa7-5d29-779e-9d4e-ea514ed9bd23,2025-03-19 18:28:27.778
0195b3d0-f4e3-7d4f-ba51-82c3f133217a,312026930251585376,/,$identify,76bb406ad24610d3bac16af46a1a0ec2,76bb406ad24610d3bac16af46a1a0ec2,0195b3d0-0804-7152-ac67-dec5f69083c5,2025-03-20 13:49:29.537
0195aecc-bb05-7515-a344-778249fc3586,311885677568481120,/,$identify,e0d11f012188c79a672b9401e5256dc1,e0d11f012188c79a672b9401e5256dc1,0195aecb-94ec-7082-88f4-d4d1dad423f0,2025-03-19 14:26:48.621
0195af54-0def-7524-bd57-890b141a9e87,311900533357059048,/prompt,$pageview,,,0195af52-ad7f-7649-b147-d00f3b4455f3,2025-03-19 16:54:36.350
0195ae94-70ac-7dcb-8836-00a56a1542f5,311879568044611424,/prompt,$pageview,,,0195ae94-0361-77c2-8202-88b7705234fd,2025-03-19 13:25:19.322
0195afaf-1b52-7a95-803a-d608f7f9ff61,311900533357059048,/payments,$pageview,,,0195af7d-0fcc-7322-bf34-183a21779de0,2025-03-19 18:34:03.757
0195aecf-4162-7f5a-951a-a9ac3698181e,311885677568481120,/payments,$pageview,,,0195aecb-94ec-7082-88f4-d4d1dad423f0,2025-03-19 14:29:34.088
0195ae5f-547e-75d3-83be-b2e2a2382b51,311873703350654816,/,$identify,75edc4b420da27ea8a7dfe1da13c0be7,75edc4b420da27ea8a7dfe1da13c0be7,0195ae58-e59f-7692-a0bc-e35991884069,2025-03-19 12:27:17.748
0195ac4d-a00a-75cc-8f74-56a5b4e81e16,311815466781792096,/prompts,$pageview,,,0195ac4c-2e2f-73de-8295-6228c68c9b21,2025-03-19 02:49:14.614
0195afaa-78fb-7884-8242-429fcf7763e7,311900533357059048,/,$pageview,,,0195af7d-0fcc-7322-bf34-183a21779de0,2025-03-19 18:29:00.035
0195af6b-f7cf-7db2-a2e1-99ede10cd833,311901962188642144,/usage,$pageview,,,0195af5e-c3e3-7355-bf2f-8c2dc0d1027f,2025-03-19 17:20:44.093
0195ae07-615f-72e5-82e5-2c69048d42dc,311863905204852576,/,$pageview,,,0195ae05-631d-7726-ab52-93b28388b33e,2025-03-19 10:51:15.147
0195b04f-3729-70a4-b2b9-6812e2cc45bd,311900533357059048,/api-history,$pageview,,,0195b04f-371c-7985-961c-70eedffe4f87,2025-03-19 21:28:56.526
0195afaa-9a5b-70d4-b18e-4986ca948ae2,311900533357059048,/api-history,$pageview,,,0195af7d-0fcc-7322-bf34-183a21779de0,2025-03-19 18:29:08.577
0195afd2-28d5-7bc3-81d9-51c88f05a1d2,311909884524237424,/,$pageview,,,0195afd2-28a1-762e-bb4d-63d20829765f,2025-03-19 19:11:56.499
019884cf-17a3-72de-8493-205e81241b94,310192885146360808,/prompt,$identify,1e504d9420e465686b7707709835fdbe,1e504d9420e465686b7707709835fdbe,019884c9-3bb6-7142-bc6c-b80b073a72f9,2025-08-07 13:53:41.390
0195af53-ce03-75ee-96b7-b0fdf74526bd,311900533357059048,/prompt,$pageview,,,0195af52-ad7f-7649-b147-d00f3b4455f3,2025-03-19 16:54:19.984
0195af94-6f68-7d0d-9408-8161dee79ab6,311900533357059048,/api-tokens,$pageview,,,0195af7d-0fcc-7322-bf34-183a21779de0,2025-03-19 18:04:55.745
0196edc7-5143-7846-acc6-eb5fae814294,311901962188642144,/prompt,$pageview,,,0196edc7-24b9-7b72-87e8-ca2bc8d40197,2025-05-20 12:59:45.363
0196eabd-2b2f-711a-8dee-4a74cf9e8f62,311901962188642144,/,$pageview,,,0196eabd-2b2b-7958-9fc5-09373993fcbc,2025-05-19 22:49:48.492
0195af6c-1832-77da-a39c-ef1b76b91d89,311901962188642144,/api-history,$pageview,,,0195af5e-c3e3-7355-bf2f-8c2dc0d1027f,2025-03-19 17:20:52.054
0195afa7-9306-7862-9790-5122b633c548,311900533357059048,/api-history,$pageview,,,0195af7d-0fcc-7322-bf34-183a21779de0,2025-03-19 18:25:50.078
0195af93-6469-7652-8a40-d8b6fed39f6e,311900533357059048,/api-tokens,$pageview,,,0195af7d-0fcc-7322-bf34-183a21779de0,2025-03-19 18:03:47.380
0195de74-edd3-7210-8801-eafc89188df5,311863905204852576,/prompt,$pageview,,,0195de74-e674-7450-a1ba-4d33603d3a12,2025-03-28 20:32:40.133
0195adfc-5388-76d6-a97a-f774b3dc6117,311862849347540832,/,$pageview,,,0195adfa-dd5f-7b2a-b5a4-06a9cc769f65,2025-03-19 10:39:09.962
0196132b-13c3-7900-ad85-7b19b2c317e7,311863905204852576,/prompt,$pageview,,,019612ac-6923-794d-9c4c-ff439df68e96,2025-04-08 02:11:53.212
0195df26-1031-73a2-ba89-12026ba38221,311863905204852576,/prompt/5965cf6a-d4fe-487e-b9e6-818dd0d57d6c,$pageview,,,0195df1f-86c3-74b6-a6f0-c4d2c861826c,2025-03-28 23:46:08.866
0195af69-ffa1-783a-986f-6e7aac42d5d1,311901962188642144,/api-tokens,$pageview,,,0195af5e-c3e3-7355-bf2f-8c2dc0d1027f,2025-03-19 17:18:34.663
0195af02-ee5d-7548-92fe-d9fdef35f0f1,311891715336215528,/onboarding,$pageview,,,0195af00-864f-7fad-acdb-a08defb360cf,2025-03-19 15:25:59.827
0195af63-0a77-78eb-8c6c-5563b4f47e01,311901962188642144,/api-tokens,$pageview,,,0195af5e-c3e3-7355-bf2f-8c2dc0d1027f,2025-03-19 17:10:59.204
0195b04f-4672-7990-8a50-0986f3682f1a,311900533357059048,/api-history,$pageview,,,0195b04f-371c-7985-961c-70eedffe4f87,2025-03-19 21:29:00.422
0196eac2-bae8-76f9-96ea-462e43b022e7,311901962188642144,/api-tokens,$pageview,,,0196eabd-2b2b-7958-9fc5-09373993fcbc,2025-05-19 22:55:52.971
0195af60-6637-78f8-bc0c-309390b8c19d,311901962188642144,/onboarding,$pageview,,,0195af5e-c3e3-7355-bf2f-8c2dc0d1027f,2025-03-19 17:08:05.543
0195d377-9ff7-7008-9192-d5c120757888,311863905204852576,/api-history,$pageview,,,0195d376-c182-7b39-bb03-f5fee07a3997,2025-03-26 17:19:48.027
0195af02-ea18-7a64-bf9d-c3888675f321,311891715336215528,/,$pageview,,,0195af00-864f-7fad-acdb-a08defb360cf,2025-03-19 15:25:58.739
01937b9f-3ab2-7530-9025-dfca6f43b5d9,d10ee826-a058-4892-9758-c9a0c8d010f6,/cwc-data-science/invite/new,$identify,f79932aa15723bd7b8622853861fc2b0,f79932aa15723bd7b8622853861fc2b0,01937adf-e307-7714-bfcc-9caf579713b2,2024-11-30 05:50:53.139
0196ad19-e2dd-7fc3-8b5b-ca0487d8c7a4,312078192196229356,/prompt,$identify,31d7157a35f48f9f64ffbc0d51c5a11b,31d7157a35f48f9f64ffbc0d51c5a11b,0196ad19-3eaa-783f-9255-4297fb5fcdf6,2025-05-07 23:34:37.479
01938d6a-0ee0-7729-ad34-f5bf1a85de60,296534439834441525,/models/virtuoso-large,$identify,f79932aa15723bd7b8622853861fc2b0,f79932aa15723bd7b8622853861fc2b0,01938a57-824e-72e7-9411-42de6dac6e4d,2024-12-03 16:45:58.411
0195af6a-f699-7575-a038-97e9fb9cb57f,311901962188642144,/api-tokens,$pageview,,,0195af5e-c3e3-7355-bf2f-8c2dc0d1027f,2025-03-19 17:19:38.280
0195af7d-1856-7d6b-af06-197ca98d273f,311900533357059048,/prompt,$pageview,,,0195af7d-0fcc-7322-bf34-183a21779de0,2025-03-19 17:39:26.006
01978528-347e-7eaf-9391-41ab258d699c,312078192196229356,/,$identify,31d7157a35f48f9f64ffbc0d51c5a11b,31d7157a35f48f9f64ffbc0d51c5a11b,01978527-26f9-7ee8-846e-f149a1ca81ff,2025-06-18 22:28:14.137
0195afa8-afd3-7a4a-94af-8b7d73ee66c6,311900533357059048,/api-history,$pageview,,,0195af7d-0fcc-7322-bf34-183a21779de0,2025-03-19 18:27:03.207
0196654e-cb62-7b10-8551-962278b81be2,317022887145902903,/,$identify,d922ae72db206ae31260ef9b4f003872,d922ae72db206ae31260ef9b4f003872,0196654e-3b93-7f74-81af-1b7061fb27b1,2025-04-24 00:59:45.055
0195ae06-46c8-7c7b-af7c-526afc33578d,311863905204852576,/,$pageview,,,0195ae05-631d-7726-ab52-93b28388b33e,2025-03-19 10:50:02.923
0195af6a-a859-7b79-a12b-2138c60f3302,311901962188642144,/prompt,$pageview,,,0195af5e-c3e3-7355-bf2f-8c2dc0d1027f,2025-03-19 17:19:18.244
0195dec1-351f-707f-9f72-633a6587b1d0,311863905204852576,/prompt,$pageview,,,0195de74-e674-7450-a1ba-4d33603d3a12,2025-03-28 21:56:07.183
0195af61-879a-7f8b-89ad-ce09febbd0b7,311901962188642144,/usage,$pageview,,,0195af5e-c3e3-7355-bf2f-8c2dc0d1027f,2025-03-19 17:09:19.979
0195af8b-701a-7f5c-9ce8-45c5b31f6712,311900533357059048,/api-history,$pageview,,,0195af7d-0fcc-7322-bf34-183a21779de0,2025-03-19 17:55:06.075
0195adfc-a448-730c-8127-0f96c4c02dd0,311862849347540832,/,$pageview,,,0195adfa-dd5f-7b2a-b5a4-06a9cc769f65,2025-03-19 10:39:30.629
0195afa7-5658-7a22-bb98-a5549c0778ac,311900533357059048,/,$pageview,,,0195af7d-0fcc-7322-bf34-183a21779de0,2025-03-19 18:25:34.547
0195df1f-ab80-7cfc-a6be-1708f102e6cf,311863905204852576,/prompt,$pageview,,,0195df1f-86c3-74b6-a6f0-c4d2c861826c,2025-03-28 23:39:10.162
0196edcb-4b80-77ba-93d3-33b613197ad0,311901962188642144,/prompt,$pageview,,,0196edc7-24b9-7b72-87e8-ca2bc8d40197,2025-05-20 13:04:06.034
0195ae5f-58b4-7aba-b0d3-4c4f6bcf6ce5,311873703350654816,/onboarding,$pageview,,,0195ae58-e59f-7692-a0bc-e35991884069,2025-03-19 12:27:18.827
0195ac4d-cbde-7f61-8770-1dce1ffe6a12,311815466781792096,/payments,$pageview,,,0195ac4c-2e2f-73de-8295-6228c68c9b21,2025-03-19 02:49:25.831
0195df28-5ab9-750a-92c1-e18931b3f7d5,311863905204852576,/prompt,$pageview,,,0195df1f-86c3-74b6-a6f0-c4d2c861826c,2025-03-28 23:48:39.008
0195af69-e797-7d66-8542-2b81603b435c,311901962188642144,/usage,$pageview,,,0195af5e-c3e3-7355-bf2f-8c2dc0d1027f,2025-03-19 17:18:28.770
0195a9fa-01e4-79c7-bc21-a5828c4b4cf9,0195a9f5-97ba-779a-9f39-cab4bfb4e83a,/,$pageview,,,0195a9f5-97b9-7859-acf2-7c05b2321a62,2025-03-18 15:58:09.275
0195aed0-3128-70c2-9acb-40e117a672e5,311885677568481120,/comparisons,$pageview,,,0195aecb-94ec-7082-88f4-d4d1dad423f0,2025-03-19 14:30:35.850
0195af60-8475-77be-85d8-fda5eb6a17e6,311901962188642144,/prompt,$pageview,,,0195af5e-c3e3-7355-bf2f-8c2dc0d1027f,2025-03-19 17:08:13.547
0195afa7-89bb-71b0-b0e9-320e7c4cc953,311900533357059048,/prompt,$pageview,,,0195af7d-0fcc-7322-bf34-183a21779de0,2025-03-19 18:25:47.692
0195ae0a-df57-7914-ae4b-9779fc0917a6,311863905204852576,/product/arcee-conductor,$pageview,,,0195ae05-631d-7726-ab52-93b28388b33e,2025-03-19 10:55:04.066
0195afaf-4405-76e5-952c-ea5acb4ff0ef,311900533357059048,/payments,$pageview,,,0195af7d-0fcc-7322-bf34-183a21779de0,2025-03-19 18:34:14.168
0195afaf-532f-7c68-941d-5a8dda7cddef,311900533357059048,/usage,$pageview,,,0195af7d-0fcc-7322-bf34-183a21779de0,2025-03-19 18:34:18.051
0195af83-5d5a-7298-a48f-a57221cd34e3,0195af82-fd75-767f-9041-08bf5fb75ded,/,$pageview,,,0195af82-fd74-7977-bfea-134461b0493d,2025-03-19 17:46:16.907
